ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
230,18292.936706976117,83.68089544100427,2,4.206759287616443,64.85218818260654,8,0.6893910961597377,3.61596035934181,0.02979311574132959,95.69622669728588,0,3144.193584268552,0.4196719728803905,3.277913719834967,451.22368972009264,1
584,13895.665012801763,95.12902175977824,2,2.3442731514931734,67.02045809861984,4,4.79288840822432,9.757008153329567,0.0852467840188994,81.16604135362383,3,3097.0543498228676,0.35120367156628773,7.333003511946279,290.03022751757726,1
918,10872.88547266744,89.48315891758159,1,4.95860610175672,69.8869897837807,6,2.3092114616265382,5.421804122834554,0.0420074865056297,83.48499471154868,8,1659.9293974332663,0.14188408804154778,5.2758089095203164,169.28249161909417,1
746,11189.327612729357,84.51579104301258,4,2.625264339479605,98.94992856471842,21,2.8310612224869662,6.528691208544627,0.09905658248562961,86.68341315508923,4,3492.1980003200506,0.4550169095365979,6.506017679974456,271.6090369956904,1
120,15434.272197452103,92.3324395633055,4,2.9922623712599927,75.88609999771681,14,3.7553656971820857,7.6208077343181015,0.015194302990744113,85.26125350683344,6,2757.006912821591,0.4669800939158987,1.4857447284549663,177.96689109770108,1
940,5048.2739540641805,80.80667704276904,2,2.883987118655593,83.95960362524106,20,0.3420524248991458,6.909419013415164,0.04633490380396835,96.76919677062138,6,4231.674806609972,0.22998273113978437,9.009691159749096,250.40313645196983,1
266,14293.84006189761,86.52340508256506,3,1.94781663436225,69.66171250863911,21,4.275055045018657,4.488414152764807,0.07324503309089363,83.89671516401239,2,3762.4448325155995,0.3464071167525449,3.19471092477742,298.6751084040481,1
373,10332.395156620361,89.3711398918227,0,0.8375994000181317,79.61838100629951,3,3.985128716712037,8.381652587899014,0.0005367057978507451,90.6424893067795,7,1445.8767447902185,0.29693086007388475,7.030858487507532,243.96035588081998,0
487,16912.95996915626,82.95916668218811,5,4.530430536808633,62.96476697543832,18,3.8721429095492055,2.881229116637015,0.015185527819301737,91.42762195638625,0,2955.0336401462737,0.47680950745192885,8.182172008595455,362.8177096290804,1
700,6394.859597346982,99.6930895518168,3,4.11204115636829,61.38968583689308,12,0.10991353367204193,6.5519666776293715,0.0020356749410980314,88.50023694325074,3,3809.9774339767496,0.30349941317949436,5.860348455548774,474.3671216353754,1
415,13823.034004225858,84.18194729179228,5,1.1278705125185118,78.74934107285841,0,2.6325942570520713,4.186537784112805,0.09928778653827537,84.81375863460919,9,1348.0469032293704,0.4839863254848257,4.036006198707618,239.25973905878539,0
113,12214.593348291855,82.6070626008653,3,3.995457221075328,75.94637150073649,0,0.2713418536621842,6.926098941384146,0.07606246624214706,99.20588581762263,3,4169.988130226526,0.17973702021208246,9.801130370329691,242.29580553459428,1
341,14634.882888578411,84.07069747773792,3,3.316309997227745,65.4752127876731,21,2.754362894236456,3.7439478486749582,0.03735590977466002,88.26798484538045,1,1888.0180585775977,0.23821470307827197,3.5059574194362604,395.32098824090616,1
876,5972.803917244525,95.38122266319448,4,2.3411470456293,87.50405715682935,13,3.5922416312776124,8.177597241674706,0.015628493469677575,94.54619991073329,5,3012.3391818947584,0.4125380960384549,9.537961034109435,312.2363726084339,1
445,13699.756811421968,88.51011318543685,0,1.6430951709300323,99.71613963597058,8,0.6092512512921144,3.820290650126661,0.009038324280345067,83.68092975312457,0,4762.245149890545,0.4134442942373472,2.4060172031625857,271.53577584829645,0
664,13422.268819392855,91.30831879505075,3,4.368779525760046,75.8258728478685,23,3.474415527386443,9.123137079734661,0.05319072005509119,96.45622337072456,2,3285.336939289136,0.3928733095826821,4.502999183701092,425.523275382601,1
997,13409.901416242565,80.42018313972721,2,3.6508471668232385,84.98234543669578,11,2.247664229926536,8.892439237361849,0.09758913181991989,84.31783646467333,8,2696.2178068157896,0.44384458586612163,2.24646025732572,456.4144268765645,1
439,14052.314998946822,80.6886261714663,5,2.9648295926111157,98.51903769457942,17,4.0577646533891,4.89914761611049,0.0674610944657764,93.50613247146052,9,1027.1797095965708,0.3810184691775249,1.0201642576632641,336.2346424188735,1
191,15147.019058395434,88.91651099654032,4,3.2430584025430886,93.26139889787501,8,2.6679446969015053,5.086562310992207,0.03651383682587295,90.12992002945043,5,1533.6544910963123,0.3544340577888936,3.342326863568274,174.04130910220243,1
466,17074.834995211546,96.33310486403246,5,0.9097978193698144,78.54208893210743,7,1.6806076791732438,7.612027661499924,0.05008509732374883,82.93114281962853,1,3314.6555403919506,0.28357000523100484,1.7848936082705924,286.51435560079113,0
554,9047.310801923215,97.70477757415131,2,2.632638924100364,89.49957937839677,13,1.659957817118543,2.7229883037798714,0.0998903367939452,80.49898392312154,8,2975.3001626149526,0.28683509733173074,9.877109707813124,301.7482648592537,1
527,17375.74115270093,81.73413135191281,2,1.371651317535659,65.12540161002096,8,4.48743260003792,2.6473552974054346,0.05187662288844505,98.61496530763611,1,2455.3167025873254,0.2624645972816967,7.854879861566223,272.8829428443438,1
608,12473.835233951804,90.76726204202046,3,1.4377265555397143,80.48415421855196,19,2.2643579229256616,3.090593574671545,0.09642014857763559,82.5138102712908,6,4692.863541576469,0.3480847198815281,1.0333431668980793,204.97275154615375,1
875,6155.874187014968,98.26459372558541,2,3.4758678302909,71.16241108719746,1,2.028769485882105,6.499802683598818,0.0016361718817826,94.0990285737383,0,2329.930149703763,0.26266557169319743,3.012819263412329,288.9287230895418,1
134,5878.2639386596875,87.75945508795773,0,4.600652683254296,66.44654751584645,0,0.1993681114895779,3.192018438648746,0.07209631282341726,93.05369917893968,4,3148.6030257764264,0.1589977256346388,7.0311181715534525,278.61846083907585,1
305,10013.574780440911,96.59131662856737,2,2.3169047471525595,77.05123625018139,12,1.8216230255770083,4.220938254183851,0.06271614492131165,86.83440084897053,6,3274.85363809652,0.1426118464834587,4.58696901848279,183.79740958077548,1
180,16773.454656672013,82.67391308798872,3,1.4348717285548567,65.24058217734458,9,4.248135274722124,7.175291260321663,0.06853298584573217,83.70765799109456,2,3109.873560255691,0.4697889100975111,8.486583067398046,461.372260934426,1
661,15615.214021113736,98.70788979335597,5,3.419361217564944,87.95940432697942,7,3.804938282663046,2.1249902226937243,0.057056708925745284,83.5665649891083,3,2910.341566160397,0.10989556301515324,5.543747005381585,454.1363803389872,1
971,16829.224470086097,95.02846635062605,2,4.42034170857643,78.24960176213342,6,1.104566013982999,3.441892863627759,0.004417677624165584,91.70655706100479,4,2348.2549440476323,0.142186904722261,6.882862777591862,403.8465713802359,1
487,12759.035846624141,98.82668785573803,4,3.8674346050512085,81.24578530258655,23,2.065283116067516,9.43944530300563,0.01495639354918259,90.93842589248091,2,4635.054532158478,0.2781219498582347,6.373336578350325,260.37863104491254,1
101,11602.98496933236,93.53234467105013,4,4.409407537414642,65.85503754672628,11,0.9828983804087443,7.3086209872697045,0.09222512703352147,97.51870040700464,5,2803.213047036579,0.20517050676175194,6.743520105612709,248.13676315685424,1
489,7211.78790059426,87.26807863998854,4,2.914496019548597,65.59086644373978,16,4.771084084173534,4.444408913785708,0.023292500836711662,92.80006156823873,2,3113.7954693843026,0.26233956016085835,3.0708896844446207,386.5861509583858,1
665,9922.891304139674,98.76362345049445,5,3.883443099661359,83.33661741040495,11,2.9905893926776783,2.362427392489349,0.09929372693269417,96.3854995216105,7,3625.911935320969,0.14697895263755334,4.359604952855724,343.24769400122756,1
205,11510.290492608128,85.51133552618357,1,1.1302905171152142,99.40038991317786,15,3.7717739627427433,6.688390467299416,0.06795884843946169,80.64826124905217,6,1270.6241697261387,0.1523627747389496,1.4556632757804224,340.2393295787031,1
871,6329.006445194258,86.64345044123465,4,2.0672357691343617,63.85002332950903,9,3.5690432483838954,3.782930479139525,0.04443544901261846,93.4198629405719,0,4125.152565852981,0.4202631634900461,6.2887286321938785,149.64461099794266,1
921,8309.17929066817,94.01616836003481,4,2.252971240166851,71.42925714263126,11,4.368446816950417,9.681403509746666,0.09200488564360401,84.67417276859241,1,3050.029240344142,0.40364349764012153,5.13332615868198,347.31351211817935,1
576,13973.379410956082,95.30632599050773,1,2.8008308581071555,94.7783646615155,10,4.746638892727296,7.495687639894757,0.07949861896174555,85.0567791993142,3,3628.707743379867,0.14170114628984576,7.84644534117165,460.7452044493463,0
802,16034.946713587848,98.58806967698308,5,4.680843621155707,62.890880490209476,13,0.16223086887862226,9.792991090768847,0.042896507958490204,94.41153058178682,4,4088.0482616547656,0.36711616595960805,2.857442181594779,134.32658826817337,1
501,19975.212670894245,84.09604818112419,4,4.434334520999784,95.03542885467806,21,4.876505899499762,8.791191179292534,0.006859297226735606,95.86865917649882,9,4496.397563056858,0.34372452934219333,4.931309044610217,235.66851962831495,1
829,18996.699970153364,95.95996070438449,3,1.1053647153013304,80.97143933499005,19,4.352712315529398,5.864219321524325,0.08683045745345008,87.43470950277106,3,2568.8816678117237,0.38534508907209186,2.626708897516476,303.60571657882895,1
655,14638.477993027873,94.77092106793927,5,1.2775534334710845,76.33067095705704,12,1.9147370434904816,7.356505181233149,0.07650399313583411,95.80153633736613,3,4245.71957072902,0.28977956182498965,6.525813027235978,374.4037979325948,1
261,11318.72079941108,81.27589112507195,4,2.109382473150101,72.38722257405823,1,4.185346212785353,8.4968575643144,0.07907348372907147,88.87489350704712,8,2035.347582263607,0.20799473101337634,8.632272308603067,135.85397182250048,1
301,14542.66047062349,87.74446282420413,4,1.8083473965080326,71.88468632511368,19,3.6827899116547473,6.625427853300986,0.07448587327255556,97.15290696740762,3,3641.3426038294656,0.3654716677426112,7.8889892360408655,449.1224773155377,1
369,16784.77427120348,85.65530914120197,1,3.2664692892031804,72.23210329797915,6,3.965571883448459,2.4919000077457536,0.027575448937808292,80.49807544357185,3,1410.8292027185576,0.2485429706091288,9.497781753677986,116.21824816326058,1
962,6775.042863850809,86.0898084870806,3,4.562492214940452,95.39212323840783,0,1.1034551641952768,5.763570510989049,0.08588457196693376,81.66990141629701,3,1080.1218696963008,0.1875811604048642,9.74553203677232,443.07586672289705,1
915,11148.573345444323,99.65893759109402,5,4.83031193752664,88.95180920699141,2,3.242818509678327,3.0445866462931193,0.0002232553144108751,95.52703614535363,1,1383.052504450559,0.2634516054877133,7.948304808237916,111.06070234610206,1
370,17597.03428453426,92.85554826959856,2,3.4412132864085194,86.78892031324602,19,0.1296294714964541,7.718774201681364,0.023727627838375266,92.48179255660665,7,2277.5299462499033,0.4053079342403816,3.581254768422328,161.40932173094228,1
555,10757.49427899566,94.35352315587,0,4.27171640630489,91.94996595808003,11,4.241145662764244,7.445031325100817,0.004655959882419569,91.18040507271037,3,1124.3784552986572,0.29031727861448076,2.973352394937864,420.1295308614694,1
561,13578.084068407798,99.53235274630018,3,2.863409901038587,70.2845865201658,4,4.755214862378946,9.943265536416908,0.011059645666896002,92.27957614677146,4,3521.96508874905,0.21994570537336885,5.027941310940493,444.06577488151135,1
826,13816.540412932973,87.54403564915278,2,1.4374712608701787,84.72171248327022,11,3.31061720317644,7.030478414352862,0.05323791375175055,98.60381254844302,7,2266.1781535290593,0.4327474459295313,9.944953251194086,492.90633171449025,1
351,7767.14379700459,96.03680336905612,3,2.861097854420648,78.40264955831805,2,2.5633482658800104,8.401103539071533,0.0037256189941034415,93.11074062876132,3,3945.504270857192,0.4526575020723739,4.714012187354398,146.28593133747006,0
801,10433.531624784326,88.69061926608991,2,2.99787170646943,91.29766540800773,19,3.628655446815356,4.1463028071106605,0.018138104770037956,92.94952233319671,4,1183.6605450784225,0.2733001695090699,2.7916156951504187,310.58044643625266,1
395,10017.669331128982,97.3906734362996,2,3.8410590389610046,72.37024441893142,4,1.6318064411230848,4.720193082367838,0.023274014739082773,95.18941759412455,4,1866.8062661899926,0.24987520829075788,9.499085900049169,130.86233061587623,1
824,5392.950627980972,83.61315082622606,3,1.489473453683071,85.72714467479582,0,3.13193897906269,9.336194019022699,0.06553388051372216,97.33241411279653,5,2632.013701318794,0.345079578807586,4.473261798364205,162.56305038553984,1
819,5362.876458370329,98.9537235412856,1,2.1573967193902925,95.28849647269254,15,3.594864696532221,8.04153807700596,0.046882052444823186,85.2382495647671,6,2530.606249176185,0.12318977842316521,7.218089985048678,169.7975431625453,1
848,17475.455655136604,84.3754341682176,3,2.1381236114655486,76.08601904779715,8,0.7134039074059378,7.2421533983811015,0.04584125230554584,92.33497718466609,2,1523.9946913453618,0.3765292642270389,8.093376807531282,125.35530058363418,1
437,9096.062149592186,86.52441013961862,3,4.817478180835242,62.66488349469846,9,0.7003400274829619,4.032221540664322,0.07684325542576245,91.67949927104951,9,4976.547254326628,0.4129150421508988,8.588403118535807,457.19192237133484,1
978,12771.181493582231,95.12384468213561,2,2.497752321470235,80.64203289367171,9,3.5806908885715343,7.588623429801321,0.045672141207433514,82.69698962996685,2,2137.7583233353434,0.25897677090286864,8.391523484105115,150.54220720574392,1
152,9480.883603831597,87.87510283130814,0,3.897922852841659,73.83889951228105,12,2.15891247082748,9.09410916033561,0.03484887429180463,90.40633947821424,8,3884.128338605852,0.16984634000295856,8.526221766999821,351.7363372049295,1
891,19110.188676730108,92.16422753532893,2,3.8786512161849758,86.889015221887,15,4.4460074923045,3.8463812391572514,0.09624510456043328,81.3910102948093,0,1880.1067888468729,0.1115273500563454,7.008880848200928,350.29882582525653,1
316,8889.451382986606,88.89147002138857,4,1.6949488316145862,98.04131698994425,19,1.5596944107841881,7.648991583326586,0.0008293309437857,83.69919174804679,9,4511.404842904336,0.35489823979484003,4.6344796234521395,179.45808214648488,1
863,11444.852191084026,94.84739874179564,3,3.0734136021727947,79.42433271987389,3,0.21215368624322273,5.149551627180069,0.030539300007538385,98.25926163836361,7,2551.0332405987697,0.20759736265396392,7.005581686574534,499.3645044943125,1
287,18090.953757269028,84.56662504737221,5,4.524363019933917,78.64760920622135,13,3.2493801461575984,2.95013930352496,0.0609392716379723,82.38486363084687,9,4603.609955956418,0.2855558348485137,8.530609006539219,238.94710927835453,1
479,17629.00350187713,81.16915974473754,3,2.6383897375562726,86.18339200765841,16,3.421196133012903,8.107685412269456,0.07828092360528054,91.57832599693589,2,2367.3396785358846,0.25454220866301236,4.15578218161979,462.0377483853579,1
592,7791.521267694159,85.99858794946132,1,4.753028783041457,64.13990014374271,4,2.7679580448935512,3.337094313474691,0.08164129547585643,86.46961391986147,4,1034.5752859876538,0.16995391837898505,3.668571912628361,479.31389290149804,1
140,17039.649646935657,89.48617329736861,5,1.465062031958727,70.14024755700058,12,3.4166632284729896,4.023170187922971,0.004607313185517248,91.10626581453225,2,3068.081724313846,0.30334746738428164,4.093364953946471,479.59552571987854,1
256,11872.80330106839,83.36040104385357,2,0.8337159759831383,96.75917302001594,2,2.618771722371975,8.263536327029538,0.0709132055557588,84.69947084904805,9,3099.151744604386,0.2838374090962952,5.961550564264315,401.1350350406891,0
114,12244.53308128033,87.09594579312777,1,4.511542429151372,86.79770453455065,4,3.463164080495228,7.937062284997101,0.0720253643471817,88.8875890935532,0,1479.3367311545421,0.3496590491479329,1.4719948733255008,201.5220021247932,1
912,7002.199586239157,87.99966036587136,3,4.314565390829975,60.53776175933665,15,0.21968703277597257,4.03346452835516,0.021407942145626815,97.34666866296521,9,1939.8542936771696,0.20075399781191472,8.01073737115156,148.2621407241032,1
164,6209.02270635687,81.14783687376547,2,4.9666544417023015,68.1850189023608,18,1.8419868511051074,9.527716914770938,0.011277502847009202,87.52433955638713,4,4133.982363925397,0.18585563194136234,2.249667626051817,327.95399086168874,1
956,15919.089604606477,91.66614496368409,2,3.5572706965059173,87.31349064115597,18,1.054084589768423,3.722281800617532,0.07496861576953022,87.06061876001871,7,1147.023298514637,0.42573802390258886,2.195547911056889,244.01565243880418,1
